SAMPLE,PRIMER,PRIMER MARKER,OTUID,OTUID-SOURCE,OTU MARKER,MARKER-LENGTH,OTU-LENGTH,length difference,N.READS,%READS,%READS 2,PROTAX-order,PROTAX-order_prob,PROTAX-family,PROTAX-family_prob,PROTAX-genus,PROTAX-genus_prob,PROTAX-spp,PROTAX-spp_prob,PROTAX-bestsim,PROTAX-bestsim-pident,PIMBA-HIT,PIMBA-pident,BLASTn-HIT,BLASTn-pident,BLASTn-alignment length,length difference 2,SANGER-class blastn DB2024.3,SANGER-order blastn DB2024.3,SANGER-family blastn DB2024.3,SANGER-genus blastn DB2024.3,SANGER-spp blastn DB2024.3,SANGER-pident blastn DB2024.3,SANGER-class blastn nt remote,SANGER-order blastn nt remote,SANGER-family blastn nt remote,SANGER-genus blastn nt remote,SANGER-spp blastn nt remote,SANGER-pident blastn nt remote
T-mix-43,CH11,COI,OTU136608420,all-OTU,12S,220,213,7,2,7.40933E-05,0.018181818,Rodentia,-0.0623116,"Rodentia,Cuniculidae",-0.837671,"Rodentia,Cuniculidae,unk",-0.839289,,,Cuniculus_paca_AF433905.1,0.7,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.85714,Chordata;Mammalia;Rodentia;Cuniculidae;Cuniculus;Cuniculus paca,0.85714,217,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU570984876,all-OTU,16S,120,119,1,1677,0.062127218,0.493670886,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU911054025,all-OTU,16S,120,119,1,813,0.03011892,0.23932882,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU890264139,all-OTU,16S,120,120,0,292,0.010817619,0.085958198,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU240619258,all-OTU,16S,120,103,17,179,0.006631349,0.052693553,Primates,-0.152905,"Primates,Atelidae",-0.217322,"Primates,Atelidae,Lagothrix",-0.471676,"Primates,Atelidae,Lagothrix,unk",-0.471694,Lagothrix_lagotricha_AF420049.1,0.699,Unassigned,,Chordata;Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch,0.9798,99,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU549024624,all-OTU,16S,120,121,1,165,0.006112696,0.04857227,Artiodactyla,-0.00339945,"Artiodactyla,Bovidae",-0.0295321,"Artiodactyla,Bovidae,Bos",-1.04881,"Artiodactyla,Bovidae,Bos,unk",-1.04884,Bos_indicus_AB511046.1,0.916,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98291,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU773356183,all-OTU,16S,120,126,6,68,0.002519172,0.020017663,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Aves;Strigiformes;Strigidae;Otus;Otus sunia,1,28,98,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU543244219,all-OTU,16S,120,120,0,48,0.001778239,0.014130115,Primates,-0.0150126,"Primates,Cebidae",-0.312402,"Primates,Cebidae,unk",-1.54856,"Primates,Cebidae,Saguinus,unk",-2.20453,Saguinus_bicolor_NC_064176.1,0.717,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Mico; s__humilis,0.93966,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU570123756,all-OTU,16S,120,112,8,41,0.001518912,0.012069473,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU556830680,all-OTU,16S,120,122,2,26,0.000963213,0.007653812,Sirenia,-0.284986,"Sirenia,Trichechidae",-0.284986,"Sirenia,Trichechidae,Trichechus",-0.531535,"Sirenia,Trichechidae,Trichechus,unk",-0.531667,Trichechus_inunguis_MW073826.1,0.918,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,0.99153,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU343752411,all-OTU,16S,120,103,17,24,0.000889119,0.007065057,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU212499856,all-OTU,16S,120,123,3,19,0.000703886,0.00559317,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;Obesumbacterium proteus,0.98718,78,45,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU297315225,all-OTU,16S,120,123,3,12,0.00044456,0.003532529,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Aves;Falconiformes;Falconidae;Falco;Falco tinnunculus,1,28,95,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU561340170,all-OTU,16S,120,122,2,11,0.000407513,0.003238151,Rodentia,-0.00436082,"Rodentia,Cricetidae",-0.00469608,"Rodentia,Cricetidae,unk",-0.706743,"Rodentia,Cricetidae,Neacomys,unk",-1.58266,Neacomys_sp._MZ364461.1,0.615,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Akodon; s__montensis,0.95763,,,,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU437952276,all-OTU,16S,120,103,17,7,0.000259326,0.002060642,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Amphibia;Anura;Bufonidae;Ingerophrynus;Ingerophrynus celebensis,1,31,72,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU337711430,all-OTU,16S,120,136,16,6,0.00022228,0.001766264,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Arthropoda;Insecta;Coleoptera;Staphylinidae;Ocypus;Ocypus olens,1,28,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU750914896,all-OTU,16S,120,111,9,5,0.000185233,0.001471887,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Artiodactyla;Platanistidae;Platanista;Platanista gangetica,1,28,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU495288786,all-OTU,16S,120,132,12,2,7.40933E-05,0.000588755,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Arthropoda;Insecta;Diptera;Tabanidae;Chrysops;Chrysops caecutiens,0.96774,31,,,,,,,,,,,,,
T-mix-43,CH11,COI,OTU168426328,all-OTU,16S,120,121,1,2,7.40933E-05,0.000588755,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU607829942,all-OTU,COI,250,240,10,16,0.000510872,0.326530612,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU801544977,all-OTU,COI,250,255,5,13,0.000415083,0.265306122,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU554193650,all-OTU,COI,250,255,5,7,0.000223506,0.142857143,Pilosa,-0.749309,"Pilosa,Myrmecophagidae",-0.749366,"Pilosa,Myrmecophagidae,Myrmecophaga",-1.16204,"Pilosa,Myrmecophagidae,Myrmecophaga,unk",-1.16206,Myrmecophaga_tridactyla_GBMA27852-19,0.867,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Myrmecophaga; s__tridactyla,0.94444,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU330696189,all-OTU,COI,250,255,5,5,0.000159647,0.102040816,Chiroptera,-0.000835773,"Chiroptera,Emballonuridae",-0.000842356,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.323144,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.394663,Rhynchonycteris_naso_ABECB163-08,0.948,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.99095,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU885712230,all-OTU,COI,250,254,4,5,0.000159647,0.102040816,Chiroptera,-0.0060712,"Chiroptera,Molossidae",-0.0061309,"Chiroptera,Molossidae,Molossops",-0.386423,"Chiroptera,Molossidae,Molossops,unk",-0.735843,Molossops_temminckii_BCBN820-05,0.965,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Molossidae; g__Molossops; s__temminckii,0.98246,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU946965879,all-OTU,COI,250,255,5,3,9.57885E-05,0.06122449,Rodentia,-0.662772,"Rodentia,Cricetidae",-0.76696,"Rodentia,Cricetidae,unk",-0.845458,,,Dasypus_beniensis_MH710605.1,0.71,k__Metazoa; p__Chordata; c__Actinopteri; o__Gonorynchiformes; f__Kneriidae; g__Phractolaemus; s__ansorgii,0.8254,Chordata;Mammalia;Rodentia;Muridae;Hybomys;Hybomys sp. n. VVB-2020,0.83071,254,1,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU406423978,all-OTU,12S,220,223,3,173,0.005523803,0.487323944,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU560424198,all-OTU,12S,220,222,2,74,0.002362783,0.208450704,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU391116024,all-OTU,12S,220,224,4,43,0.001372968,0.121126761,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU117804189,all-OTU,12S,220,221,1,18,0.000574731,0.050704225,"root,unk",-5.73838E-07,,,,,,,,,Unassigned,,Chordata;Aves;Passeriformes;Tyrannidae;Sublegatus;Sublegatus modestus,1,31,190,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU355307225,all-OTU,12S,220,224,4,16,0.000510872,0.045070423,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU881582919,all-OTU,12S,220,222,2,12,0.000383154,0.033802817,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU357898955,all-OTU,12S,220,216,4,9,0.000287365,0.025352113,"root,unk",-0.184973,,,,,,,Stercorarius_maccormicki_KM401546.1,0.579,Unassigned,,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus variegatus,0.85116,215,1,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU216452375,all-OTU,12S,220,220,0,4,0.000127718,0.011267606,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU799931077,all-OTU,12S,220,232,12,3,9.57885E-05,0.008450704,"root,unk",-5.73838E-07,,,,,,,,,Unassigned,,Chordata;Mammalia;Rodentia;Cricetidae;Melanomys;Melanomys caliginosus,1,29,203,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU665151296,all-OTU,12S,220,222,2,3,9.57885E-05,0.008450704,Chiroptera,-0.0283268,"Chiroptera,Noctilionidae",-0.0284159,"Chiroptera,Noctilionidae,Noctilio",-0.0391935,"Chiroptera,Noctilionidae,Noctilio,albiventris",-1.08335,Noctilio_albiventris_KX381307.1,0.989,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Noctilionidae; g__Noctilio; s__leporinus,1,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU890264139,all-OTU,16S,120,120,0,288,0.009195696,0.388663968,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU911054025,all-OTU,16S,120,119,1,179,0.00571538,0.241565452,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU223634154,all-OTU,16S,120,119,1,177,0.005651521,0.238866397,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Arthropoda;Arachnida;Ixodida;Ixodidae;Amblyomma;Amblyomma mixtum,1,29,90,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU549024624,all-OTU,16S,120,121,1,45,0.001436827,0.060728745,Artiodactyla,-0.00339945,"Artiodactyla,Bovidae",-0.0295321,"Artiodactyla,Bovidae,Bos",-1.04881,"Artiodactyla,Bovidae,Bos,unk",-1.04884,Bos_indicus_AB511046.1,0.916,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98291,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU570123756,all-OTU,16S,120,112,8,18,0.000574731,0.024291498,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU343752411,all-OTU,16S,120,103,17,13,0.000415083,0.01754386,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU313691130,all-OTU,16S,120,120,0,9,0.000287365,0.012145749,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU707915724,all-OTU,16S,120,112,8,8,0.000255436,0.010796221,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU367074072,all-OTU,16S,120,138,18,2,6.3859E-05,0.002699055,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-44,CH11,COI,OTU244576181,all-OTU,16S,120,101,19,2,6.3859E-05,0.002699055,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus capensis,1,32,69,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU514725806,all-OTU,COI,250,247,3,54,0.00107326,0.524271845,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,Arthropoda;Insecta;Hemiptera;Schizopteridae;Corixidea;Corixidea sp. UCR ENT 00096822,1,28,219,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU738865490,all-OTU,COI,250,255,5,13,0.000258377,0.126213592,Chiroptera,-0.00213355,"Chiroptera,Noctilionidae",-0.00264157,"Chiroptera,Noctilionidae,Noctilio",-0.049464,"Chiroptera,Noctilionidae,Noctilio,unk",-0.0495161,Noctilio_albiventris_KC011603.1,0.9,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Noctilionidae; g__Noctilio; s__albiventris,0.9638,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU607829942,all-OTU,COI,250,240,10,13,0.000258377,0.126213592,"root,unk",-5.39688E-07,,,,,,,,,Unassigned,,NA,NA,NA,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU554193650,all-OTU,COI,250,255,5,6,0.000119251,0.058252427,Pilosa,-0.749309,"Pilosa,Myrmecophagidae",-0.749366,"Pilosa,Myrmecophagidae,Myrmecophaga",-1.16204,"Pilosa,Myrmecophagidae,Myrmecophaga,unk",-1.16206,Myrmecophaga_tridactyla_GBMA27852-19,0.867,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Myrmecophaga; s__tridactyla,0.94444,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU885712230,all-OTU,COI,250,254,4,6,0.000119251,0.058252427,Chiroptera,-0.0060712,"Chiroptera,Molossidae",-0.0061309,"Chiroptera,Molossidae,Molossops",-0.386423,"Chiroptera,Molossidae,Molossops,unk",-0.735843,Molossops_temminckii_BCBN820-05,0.965,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Molossidae; g__Molossops; s__temminckii,0.98246,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU760965460,all-OTU,COI,250,255,5,4,7.95007E-05,0.038834951,Artiodactyla,-0.0021844,"Artiodactyla,Bovidae",-0.00218636,"Artiodactyla,Bovidae,Bos",-0.0427505,"Artiodactyla,Bovidae,Bos,unk",-0.0924454,Bos_taurus_ACLB037-06,0.953,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.97984,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU678976272,all-OTU,COI,250,254,4,4,7.95007E-05,0.038834951,Rodentia,-1.85737,"Artiodactyla,Cervidae",-2.53147,"Artiodactyla,Cervidae,unk",-2.62824,,,Bradypus_pygmaeus_GBCOC18838-23,0.747,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__variegatus,0.88048,Chordata;Mammalia;Pilosa;Megatheriidae;Nothrotheriops;Nothrotheriops shastensis,0.91235,251,3,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU943214579,all-OTU,COI,250,255,5,3,5.96256E-05,0.029126214,Pilosa,-0.00400379,"Pilosa,Bradypodidae",-0.00400427,"Pilosa,Bradypodidae,Bradypus",-0.00614027,"Pilosa,Bradypodidae,Bradypus,torquatus",-0.45217,Bradypus_torquatus_EU301711.1,0.974,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__torquatus,0.99559,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus torquatus,0.99559,227,28,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU435691042,all-OTU,12S,220,219,1,38694,0.769050364,0.988100102,Coleoptera,-0.565357,"Coleoptera,Carabidae",-1.43512,"Coleoptera,Carabidae,unk",-1.44967,,,Lixophaga_fallax_OP747073.1,0.68,k__Metazoa; p__Arthropoda; c__Insecta; o__Diptera; f__Tachinidae; g__Lixophaga; s__fallax,0.87864,Arthropoda;Insecta;Diptera;Tabanidae;Tabanus;Tabanus bifarius,0.93367,196,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU406423978,all-OTU,12S,220,223,3,253,0.005028422,0.006460674,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU117804189,all-OTU,12S,220,221,1,133,0.002643399,0.003396323,"root,unk",-5.73838E-07,,,,,,,,,Unassigned,,Chordata;Aves;Passeriformes;Tyrannidae;Sublegatus;Sublegatus modestus,1,31,190,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU560424198,all-OTU,12S,220,222,2,48,0.000954009,0.001225741,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU355307225,all-OTU,12S,220,224,4,18,0.000357753,0.000459653,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU391116024,all-OTU,12S,220,224,4,12,0.000238502,0.000306435,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU357898955,all-OTU,12S,220,216,4,2,3.97504E-05,5.10725E-05,"root,unk",-0.184973,,,,,,,Stercorarius_maccormicki_KM401546.1,0.579,Unassigned,,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus variegatus,0.85116,215,1,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU297315225,all-OTU,16S,120,123,3,642,0.012759868,0.676501581,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Aves;Falconiformes;Falconidae;Falco;Falco tinnunculus,1,28,95,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU911054025,all-OTU,16S,120,119,1,88,0.001749016,0.092729189,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU212499856,all-OTU,16S,120,123,3,44,0.000874508,0.046364594,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;Obesumbacterium proteus,0.98718,78,45,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU570123756,all-OTU,16S,120,112,8,44,0.000874508,0.046364594,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
T-mix-45,CH11,COI,OTU29883400,all-OTU,16S,120,116,4,41,0.000814883,0.043203372,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Mollusca;Bivalvia;Mytilida;Mytilidae;Mytilus;Mytilus edulis,1,29,87,,,,,,,,,,,,
